stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
shp_597-0-0,,stop shp_597-0-0,,15.680210,32.389889,,,,,,,
shp_597-0-1,,stop shp_597-0-1,,15.652274,32.423961,,,,,,,
shp_598-0-0,,stop shp_598-0-0,,15.646553,32.476873,,,,,,,
shp_598-0-1,,stop shp_598-0-1,,15.688630,32.426206,,,,,,,
shp_599-0-0,,stop shp_599-0-0,,15.595447,32.518426,,,,,,,
shp_599-0-1,,stop shp_599-0-1,,15.631840,32.345145,,,,,,,
shp_6-0-1,,stop shp_6-0-1,,15.593080,32.521912,,,,,,,
shp_60-0-1,,stop shp_60-0-1,,15.593080,32.521912,,,,,,,
shp_600-0-0,,stop shp_600-0-0,,15.589795,32.285965,,,,,,,
shp_600-0-1,,stop shp_600-0-1,,15.646300,32.419543,,,,,,,
shp_608-0-0,,stop shp_608-0-0,,15.555750,32.398613,,,,,,,
shp_608-0-1,,stop shp_608-0-1,,15.584839,32.453979,,,,,,,
shp_610-0-0,,stop shp_610-0-0,,15.622523,32.332374,,,,,,,
shp_610-0-1,,stop shp_610-0-1,,15.645371,32.420036,,,,,,,
shp_68-0-1,,stop shp_68-0-1,,15.593080,32.521912,,,,,,,
shp_71-0-0,,stop shp_71-0-0,,15.504446,32.661338,,,,,,,
shp_71-0-1,,stop shp_71-0-1,,15.593138,32.522140,,,,,,,
shp_73-0-0,,stop shp_73-0-0,,15.495700,32.581701,,,,,,,
shp_73-0-1,,stop shp_73-0-1,,15.592431,32.523375,,,,,,,
shp_75-0-1,,stop shp_75-0-1,,15.480296,32.647908,,,,,,,
shp_76-0-1,,stop shp_76-0-1,,15.540874,32.525019,,,,,,,
shp_79-0-0,,stop shp_79-0-0,,15.531205,32.551005,,,,,,,
shp_79-0-1,,stop shp_79-0-1,,15.504390,32.661264,,,,,,,
shp_8-0-1,,stop shp_8-0-1,,15.593054,32.521896,,,,,,,
shp_80-0-0,,stop shp_80-0-0,,15.531205,32.551005,,,,,,,
shp_80-0-1,,stop shp_80-0-1,,15.480296,32.647908,,,,,,,
shp_83-0-0,,stop shp_83-0-0,,15.729976,32.485269,,,,,,,
shp_83-0-1,,stop shp_83-0-1,,15.595302,32.520615,,,,,,,
shp_87-0-0,,stop shp_87-0-0,,15.758503,32.509485,,,,,,,
shp_87-0-1,,stop shp_87-0-1,,15.595302,32.520615,,,,,,,
shp_91-0-1,,stop shp_91-0-1,,15.595385,32.520630,,,,,,,
shp_99-0-0,,stop shp_99-0-0,,15.723607,32.485511,,,,,,,
shp_99-0-1,,stop shp_99-0-1,,15.658325,32.466903,,,,,,,
JBL00,,JBL00,,15.211329,32.534943,,,,,,,
Shp_291,Shp_291,Shp_291,,15.641345,32.535861,,,,,,,
Shp_36,Shp_36,Shp_36,,15.673990,32.504725,,,,,,,
Shp_22,Shp_22,Shp_22,,15.600852,32.579468,,,,,,,
Shp_64,Shp_64,Shp_64,,15.586085,32.561116,,,,,,,
shp_20-0-1,,stop shp_20-0-1,,15.601100,32.558579,,,,,,,
Shp_66,Shp_66,Shp_66,,15.588234,32.574012,,,,,,,
shp_293,shp_293,shp_293,,15.760133,32.568551,,,,,,,
shp_333-0-0,,stop shp_333-0-0,,15.667833,32.550280,,,,,,,
Shp_304,Shp_304,Shp_304,,15.765947,32.583046,,,,,,,
shp_5-0-0,,stop shp_5-0-0,,15.530132,32.549958,,,,,,,
