shape_id_x,geometry,shape_id_y
shp_21,"LINESTRING (32.558012 15.60118, 32.558007 15.601031, 32.557985 15.595779, 32.558005 15.595345, 32.558003 15.59533, 32.557983 15.595131, 32.558006 15.594745, 32.558131 15.593888, 32.55815 15.593397, 32.558291 15.592567, 32.558604 15.590659, 32.558716 15.590008, 32.55891 15.589274, 32.559304 15.586935, 32.5595 15.585649, 32.559734 15.584418, 32.559824 15.584438, 32.560277 15.581775, 32.560262 15.581468, 32.560313 15.581148, 32.560479 15.580123, 32.560646 15.579557, 32.56066 15.579474, 32.560696 15.579266, 32.560854 15.578403, 32.560961 15.577719, 32.561108 15.576848, 32.561258 15.575923, 32.561315 15.575642, 32.561538 15.574317, 32.561694 15.573354, 32.561773 15.572897, 32.561954 15.571743, 32.561989 15.571554, 32.562258 15.569999, 32.562425 15.568918, 32.562598 15.567974, 32.562684 15.567474, 32.562763 15.56693, 32.56291 15.565986, 32.563151 15.564631, 32.563251 15.564016, 32.563548 15.56217, 32.563609 15.561833, 32.563604 15.561543, 32.563615 15.561458, 32.563705 15.561198, 32.563727 15.560802, 32.563937 15.559581, 32.564054 15.558916, 32.56425 15.557685, 32.564364 15.557035, 32.564496 15.556274, 32.564596 15.555619, 32.564815 15.55426, 32.565372 15.551004, 32.565479 15.550352, 32.565681 15.549113, 32.565771 15.548583, 32.565834 15.548242, 32.565897 15.547925, 32.566109 15.546652, 32.56627 15.545685, 32.566513 15.544212, 32.566642 15.543379, 32.566686 15.543106, 32.566727 15.542858, 32.566966 15.541449, 32.567069 15.540788, 32.567269 15.539604, 32.567439 15.538586, 32.567471 15.538407, 32.567664 15.537311, 32.567888 15.535946, 32.568089 15.534751, 32.568195 15.534041, 32.568205 15.533984, 32.568261 15.533726, 32.568279 15.533637, 32.568334 15.533646)",shp_20
